President,Year,Party,Role,Intelligence Leader,Publication Title,Sentence,Sentiment
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Chinese per capita incomes rapidly increase, ensuring that China avoids the middle-income trap.",0.39469582
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Conflict The specter of a spreading conflict in South Asia triggers intervention by the US and China, leading to a cease-fire and settlement.",-0.18055005
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,A liberal China increases possibilities for regional security in Asia.,0.53578645
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Governance Cooperation, initially based on the US and China coming together, quickly spreads.",0.24975762
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Greater democratization takes hold first with a more liberal regime in China.,0.60831356
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China China emerges stronger with its soft power enhanced and begins to move toward democracy.,0.7122613
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"With more cooperation among the great powers, middle-tier powers find that they play less of a global role than when US and China competed for their support.",-0.1696825
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Elsewhere, cities in China s coastal zone continue to thrive, but inequalities increase.",0.042843476
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Fissures appear within China s leadership as members struggle for wealth, which in turn breeds self-doubt, undermining the legitimacy of the ruling institutions.",-0.8246763
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,Beijing s power over the provinces has been declining.,-0.5524789
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China s coastal cities continue to do relatively well because of their overseas commercial links and richer domestic markets.,0.8515168
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,The Chinese should have known better.,-0.670116
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,They inducted too much of the rising bourgeoisie into the party.,-0.6070017
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Of course, the West and China have yet to recognize many of these partitions.",-0.4228074
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"The US, some Europeans, Chinese Communist Party leaders, Russian oligarchs, and others are talking about a global initiative against cybercrime.",0.022414498
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,The Chinese and Russians were concerned about such freedoms getting out of hand and tilting the balance too much in favor of empowered individuals.,-0.44845837
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"By contrast, growth slows in China with fears rising that the country will not escape the middle-income trap.",-0.7985805
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Political, social, and generational conflict is rampant in Europe, China, and India.",-0.7734524
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"By the end of scenario, Western powers are joining with China, Russia, and others to restrict Internet freedoms.",-0.4808507
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Russia Inequalities at home become a bigger issue with Russian elites allying with counterparts in US, Europe, and China to stem the rise of cybercriminals.",-0.5394728
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China China struggles to maintain its previous high economic growth rate as divisions between urban and rural populations grow.,-0.21139866
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"Many are no longer recognizable as American, South African, or Chinese.",-0.68079937
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"In China, the megacities are in the interior.",-0.03516715
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"In contrast, Shanghai and Beijing are losing businesses because they have become so congested.",-0.8896896
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,China China as an authoritarian regime is preoccupied with asserting the primacy and control of the central government and finds it difficult to operate in this world.,-0.64795905
Barack Obama,2012,Democratic,Director of National Intelligence (ODNI),James R. Clapper,Global Trends 2030: Alternative Worlds,"A number of experts and scholars provided critical inputs and reviews of the draft: Dr. Daniel Twining, German Marshall Fund; Professors William Inboden and Jeremi Suri, University of Texas; Mr. Philip Stephens, Financial Times; Professor Christopher Layne, Texas A & M; Dr. Richard Cincotta, Stimson Center; Professors Tom Fingar, Paul Saffo and Ian Morris, Stanford University; Professors John Kelmelis and Darryl Farber, Acknowledgements Global Trends : Acknowledgements Penn State University; Drs. David Gordon and Ash Jain, Eurasia Group; Dr. Giovanni Grevi, FRIDE (Fundacion par alas Relaciones Internacionale); Ms. Rosemarie Forsythe, Exxon Mobil Corporation; Professor Jack Goldstone, George Mason University; Dr. Dan Steinbock, Research Director of International Business, India, China & America Institute; Deputy Director Olivier Erschens, Centre d Etudes Strategiques Aerospatiales; Professor Sumit Ganguly, Indiana University; Professor Emile Nakhleh, University of New Mexico; Dr. James Shinn, Princeton University; Ms. Catarina Tully, Director, FromOverHere, Ltd; Drs. Fiona Hill and Justin Vaisse, Brookings Institution; Dr. David Shorr; The Stanley Foundation; Mr. Kari Mottola; Special Adviser at the Finnish Ministry of Foreign Affairs; Mr. Arturo Lopez-Levy, University of Denver; Dr. Mark Fitzpatrick, International Institute for Strategic Studies; Dr. Malcolm Cook, Flinders University; Dr. Patrick Cronin, Center for New American Security (CNAS); Dr. Cho Khong, Shell Corporation; Dr. Alexander Van de Putte; Mr. Herve de Carmoy; and Mr. Alexandre Adler, Le Figaro.",0.015947558
